regionName,statename,StateCodeFIPs,JulyValue16,JulyValue17,Julyvalue18,Julyvalue19,Julyvalue20,Julyvalue21,JanValue22,Febvalue22,MarValue22,AprValue22,MayValue22,JunValue22,JulyValue22,2020HousingUnits,2021HousingUnits,pop20,pop21,Unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,MedHHIncome2020,MedHHIncomePercent2020
Monona County,IA,19,77985,82513,86457,90316,92639,101118,105457,106704,107310,107801,108232,108694,109437,4373,4375,8742,8574,4,3.6,2.7,2.8,4.6,4.4,"58,079",93.1
Lucas County,IA,19,73106,75768,85433,88239,92425,98396,103792,105078,105774,106869,107844,109160,110535,4058,4056,8615,8710,3.1,2.8,2,1.9,3.6,3.1,"48,662",78
Davis County,IA,19,116220,125084,131786,137499,142885,149968,159830,162017,162314,162958,163608,165061,165643,3579,3580,9109,9138,4.2,3.3,2.7,2.7,3.9,3.3,"57,225",91.8
Decatur County,IA,19,73719,77564,77468,79286,80245,83957,88431,89496,89917,90425,91062,92096,93245,3652,3652,7610,7659,3.2,2.6,2.3,2.1,3.7,3.3,"46,373",74.4
Monroe County,IA,19,96222,102139,106550,109966,110831,122312,130304,132254,132491,132895,133306,134418,135360,3638,3648,7582,7610,4.6,3.7,2.9,2.9,5.1,4.1,"58,297",93.5
Adair County,IA,19,88448,90966,95949,99245,101684,109833,118225,119816,120447,120906,121265,122032,122938,3586,3587,7477,7541,2.9,2.8,2.4,2.2,3.8,3.1,"55,265",88.6
Worth County,IA,19,104986,106679,110493,112822,111002,120584,125053,126842,127495,128157,128784,130020,131284,3478,3477,7425,7385,3.4,3,2.7,2.7,5.2,4.2,"54,474",87.4
Van Buren County,IA,19,81129,87430,93150,97790,101457,110719,117225,118900,119555,120237,120958,121539,122248,3499,3499,7204,7243,3.6,3,2.7,2.6,4.5,3.8,"51,908",83.2
Fremont County,IA,19,99768,103614,104487,106142,110117,118039,124048,125851,126450,127386,128350,129681,130710,3110,3119,6560,6567,3.3,2.6,1.9,2.6,3,2.9,"62,234",99.8
Pocahontas County,IA,19,0,66406,68731,70732,72390,78917,84855,86083,86471,86087,85642,86004,86946,3664,3659,7075,7074,2.8,2.4,1.8,1.8,3.4,3.1,"56,360",90.4
Ida County,IA,19,67978,72022,75355,76288,78691,84599,88180,89221,89611,90015,90423,90966,91550,3353,3363,7007,6956,2.5,2.3,2,1.9,3.5,3.2,"56,096",90
Osceola County,IA,19,81401,89802,87081,89639,94905,101498,107229,108760,109301,109639,109651,110102,110703,2878,2873,6189,6159,2.6,2,1.9,1.8,2.8,2.4,"63,695",102.1
Wayne County,IA,19,75923,76907,78398,81982,83701,89150,95706,97422,98220,98791,98934,99395,100349,3024,3022,6509,6508,3.7,3,2.7,2.5,4.3,3.7,"52,016",83.4
Taylor County,IA,19,66153,69995,76137,79679,81253,88740,93067,94513,95630,96627,97248,98106,98898,2885,2887,5861,5868,2.9,2.2,2,1.8,3.6,3.1,"70,519",113.1
Audubon County,IA,19,74999,76932,78761,79899,83365,88791,94103,95548,96278,96598,96514,96763,97416,2787,2788,5671,5635,3.3,3,2.5,2.4,3.4,3.2,"56,338",90.3
Ringgold County,IA,19,116789,132186,131865,136946,139573,142829,149959,151773,151914,152432,153220,154670,156099,2672,2673,4639,4639,3.5,3,2.8,2.8,3.8,3.4,"53,466",85.7
Adams County,IA,19,0,0,0,0,107312,111794,115373,116312,116951,117858,118633,119475,120679,1888,1892,3697,3641,2.6,2.3,1.9,1.7,3.7,3,"56,291",90.3
Ada County,ID,16,241038,260668,296311,327071,364822,529783,553175,560234,562060,557971,556178,555411,551940,198621,204585,497984,511931,3.2,2.8,2.5,2.6,5.5,3.3,"73,324",117.1
Canyon County,ID,16,163598,180731,208535,242002,270207,394383,425706,425771,427388,431101,433888,436100,432392,81828,85195,232714,243115,4.2,3.6,3.2,3.3,6,4,"57,886",92.5
Kootenai County,ID,16,255499,275329,313055,343027,375478,513487,585291,588956,591030,595591,593196,587171,576220,75356,78262,172646,179789,4.5,3.9,3.5,3.6,7.1,4.3,"66,959",107
Bonneville County,ID,16,175842,190028,209575,234524,262932,339731,382066,389828,394428,399089,403166,408187,411511,45415,46282,124626,127930,3.1,2.7,2.5,2.4,4.1,2.9,"67,294",107.5
Bannock County,ID,16,156391,160909,178553,195553,219383,266827,306366,308167,313602,318700,323022,325898,326208,34978,35737,87177,88263,3.5,3.1,2.8,2.9,5,3.6,"54,538",87.1
Twin Falls County,ID,16,170385,182511,196221,220032,236736,314219,365488,372067,378765,385835,391172,394137,391920,34876,35826,90279,92243,3.3,3,2.7,2.8,5.3,3.6,"54,995",87.8
Bingham County,ID,16,170081,187104,211611,230780,246950,290762,320107,328470,329606,330849,332213,336546,340899,16964,17274,48068,48876,3.4,3,2.8,2.7,3.9,3.2,"65,658",104.9
Bonner County,ID,16,284897,306437,339363,368498,399976,474563,525327,540691,544396,547611,550097,556258,562878,26345,26557,47390,49491,5.3,4.5,4.2,4.3,7.7,4.8,"55,241",88.2
Nez Perce County,ID,16,209916,229717,254466,274654,284369,324535,354231,363882,365665,367552,368650,372825,376834,18388,18491,42088,42454,3.2,2.9,2.8,2.9,5,3.3,"57,839",92.4
Madison County,ID,16,216766,237926,265372,288086,307772,358689,392622,403540,406000,408274,409925,414802,419230,14211,14850,52876,53881,2.3,1.9,1.7,1.9,2.8,2.2,"53,727",85.8
Latah County,ID,16,258217,279784,308672,334087,344720,397598,435288,446524,447637,448584,449247,454209,459489,17287,17413,39611,40313,3.1,2.7,2.5,2.7,4.9,3.3,"59,834",95.6
Elmore County,ID,16,166075,176684,191318,207810,224843,264284,293217,302243,304917,307028,308912,313142,317292,12068,12159,28668,28827,4,3.7,3.3,3.3,4.9,3.7,"49,450",79
Jefferson County,ID,16,214409,239518,266402,291827,315670,368435,405214,417110,419671,422226,423806,429154,434348,10200,10489,31055,32202,3,2.6,2.3,2.4,3.5,2.7,"66,806",106.7
Cassia County,ID,16,153162,169135,187319,205570,218650,253839,277831,285346,287240,289269,290933,294862,298950,8858,8970,24699,25164,2.9,2.5,2.3,2.5,3.7,2.9,"64,591",103.2
Payette County,ID,16,172015,186594,208283,229958,248921,293497,325131,334655,336894,339080,340850,345981,350823,9702,9953,25589,26350,4.5,4,3.6,3.6,5.4,4,"60,177",96.1
Jerome County,ID,16,162610,177348,197444,216153,231080,269899,290657,296303,297930,299511,300411,304093,307661,8590,8685,24222,24662,3.1,2.8,2.6,2.6,4.1,3.3,"57,342",91.6
Blaine County,ID,16,444553,471295,518571,566226,584455,744586,820038,841443,845999,850456,853743,864608,875327,15462,15679,24327,24766,3,2.6,2.4,2.7,7.9,3.6,"76,301",121.9
Minidoka County,ID,16,138846,154140,175120,191160,202032,233789,256377,263373,264636,266145,267292,270756,274227,8233,8408,21674,21955,3.1,2.7,2.5,2.6,3.9,3.1,"56,022",89.5
Gem County,ID,16,0,0,0,264813,290768,349825,391822,402745,405094,407576,410485,416816,423031,7597,7746,19258,19792,4.5,4,3.5,3.4,6,4.1,"60,526",96.7
Idaho County,ID,16,188161,201781,218701,235447,245740,283249,309506,317325,318908,320630,322012,325807,330009,8874,8887,16561,17040,5.5,5,4.7,4.6,6.8,4.9,"51,201",81.8
Gooding County,ID,16,156903,171098,190272,205633,220153,259091,285011,293368,295416,297549,298918,303043,307100,6041,6078,15643,15772,3,2.5,2.4,2.7,3.9,3.1,"57,728",92.2
Fremont County,ID,16,219341,239629,266585,288929,309193,352396,390309,401818,404822,407991,409957,416413,423109,8484,8623,13404,13592,3.3,2.7,2.5,2.4,3.7,2.9,"58,658",93.7
Franklin County,ID,16,190444,208639,235929,257363,253107,322958,357745,367934,370681,372734,373421,376818,380161,5006,5096,14269,14666,3,2.3,2.2,2.4,3.6,2.5,"65,396",104.5
Shoshone County,ID,16,111118,118856,131579,143271,161571,187597,203465,208999,209853,211105,211788,214789,217069,6998,7028,13189,13612,6.9,6.3,5.8,6,9.3,6.6,"44,336",70.8
Owyhee County,ID,16,167471,187553,211132,234254,259622,307364,343153,353095,354604,357541,360146,366844,373066,4731,4773,11978,12336,4.4,4,3.7,3.5,6,4.3,"53,910",86.1
Boundary County,ID,16,214012,235046,259934,284933,294010,356454,403123,413757,416716,419211,421608,427146,431385,5418,5493,12113,12561,5,4.8,4.5,4.6,6.4,4.4,"52,193",83.4
Washington County,ID,16,160777,163497,176604,197097,218359,259046,286703,295138,298521,301474,303883,307718,311673,4524,4569,10544,10898,5.3,4.7,4.2,4.2,5.5,4.4,"49,186",78.6
Teton County,ID,16,280509,305766,343628,376848,396665,512042,580792,597329,602361,606873,610643,620189,629838,5853,6099,11731,12267,3.1,2.6,2.3,2.3,5.7,2.9,"74,935",119.7
Valley County,ID,16,277974,304667,337924,372517,399097,472787,525623,543406,549615,555789,558493,566223,573841,12238,12524,11838,12241,5.2,4.4,3.8,4,8.1,5.3,"62,600",100
Benewah County,ID,16,166622,182266,198955,213273,227688,260849,290522,298323,299348,300792,301769,304165,306323,4638,4689,9576,9931,5.7,5.6,4.6,5.3,7.7,5.6,"53,014",84.7
Clearwater County,ID,16,148165,163425,177528,190411,200209,245641,269433,276952,279126,281363,282895,286727,290536,4558,4598,8750,8895,7.1,7,6.9,6.8,8.4,6.5,"45,377",72.5
Lemhi County,ID,16,189884,206199,226147,247546,267387,309274,336027,345750,347932,349162,350417,355229,359867,4581,4620,7948,8162,5.9,5.2,4.5,4.8,6.8,5.3,"48,908",78.1
Power County,ID,16,150868,166736,185175,201099,213055,245538,269025,276557,277959,279643,281251,284978,288162,2940,2953,7879,7950,3.9,3.4,2.9,3.1,4.1,3.8,"45,404",72.5
Boise County,ID,16,222489,237307,261694,286479,309922,356315,400004,411606,414128,416995,420139,427186,433687,5463,5587,7647,8094,5.1,4.8,4.3,4.4,8.1,5.4,"55,583",88.8
Caribou County,ID,16,140902,157744,176637,192433,187113,238875,260720,267658,268453,270422,272687,276653,280926,3111,3131,7015,7111,3.5,3.1,2.8,2.7,3.7,3.1,"63,719",101.8
Bear Lake County,ID,16,170049,187791,206277,221533,231548,292928,321833,330357,332937,335668,337893,342325,346630,3861,3923,6370,6545,4.4,3.2,2.9,3,4.3,3,"55,689",89
Lincoln County,ID,16,120998,132246,149194,165526,179651,212266,236908,243298,245557,247206,248724,251386,254381,1951,1969,5133,5282,4.3,3.2,3.5,3.6,6.1,4.4,"58,806",93.9
Custer County,ID,16,157630,172719,193903,214649,227592,269955,295759,303176,304621,306125,307339,311929,315008,3027,3078,4266,4428,4.9,4.3,4.1,4.2,5.1,4.7,"53,278",85.1
Oneida County,ID,16,158007,172346,196131,213378,233633,270325,299293,307986,310005,311990,314060,321932,329915,2013,2035,4554,4611,3.5,2.9,2.2,2.3,4.3,2.5,"69,357",110.8
Adams County,ID,16,209588,226411,246907,270821,289031,387225,425993,435766,437019,441334,445151,453464,461498,2644,2655,4424,4625,6.7,5.7,5.5,6.9,9.6,6.6,"49,967",79.8
Lewis County,ID,16,131265,142933,151713,163616,173281,197801,216840,223151,224942,225547,226706,229554,233139,1810,1821,3531,3715,6.2,5.8,5.6,5.6,7.9,5.7,"52,255",83.5
Camas County,ID,16,116359,128533,141114,154231,163344,189593,208336,214207,216584,220489,222531,227083,229719,693,700,1089,1139,3.5,2.8,2.3,2.9,4.9,3.4,"59,409",94.9
Cook County,IL,17,230726,243359,253638,257002,257763,287673,305006,306796,309418,311618,315149,318010,320045,2266189,2268057,5262741,5173146,6.2,5.1,4.2,3.9,10.4,7,"71,611",100.5
DuPage County,IL,17,269888,280991,291996,293457,294188,327326,343003,346110,350356,356994,362720,366634,367674,365134,366283,931153,924885,4.8,4,3.2,3,7.5,4.5,"92,101",129.3
Lake County,IL,17,229019,237374,243333,244393,244393,281909,302342,305635,309634,315428,319792,322840,325482,269468,270019,713217,711239,5.2,4.5,4.5,3.9,8.2,5.3,"100,325",140.8
Will County,IL,17,203574,214637,222122,228694,232403,268709,289983,293876,297513,300655,305244,309137,311378,251033,252679,695903,697252,6.1,5.1,4.2,4,9.1,5.7,"90,349",126.8
Kane County,IL,17,211351,225059,233566,239342,240929,274610,295667,298606,302244,307174,312228,315822,317607,188742,189742,516155,515588,5.5,4.8,4.9,4.3,9.3,5.9,"83,784",117.6
McHenry County,IL,17,195911,205845,216415,221152,223947,261585,280857,285527,290544,295057,299201,302423,303860,119814,120239,309770,311122,5.4,4.4,3.6,3.4,8,4.7,"89,730",125.9
Winnebago County,IL,17,99810,105228,111701,116992,119452,139924,147694,151363,154151,157330,158555,159708,160277,124998,124990,284858,283119,6.7,6.4,5.6,5.4,11.5,8.4,"54,971",77.2
Madison County,IL,17,118952,123059,125801,128969,135252,154715,161029,162602,164201,165074,166553,168083,170196,118648,118943,265498,264490,5.9,4.8,4.5,3.7,7.9,4.9,"63,903",89.7
Champaign County,IL,17,142564,145957,146083,148755,152294,168457,179722,180685,182461,184321,186943,189080,190709,93330,94741,205469,205943,5,4.3,4.3,3.6,6.6,4.8,"64,387",90.4
Sangamon County,IL,17,132223,132932,133826,135294,136900,146443,153164,154157,0,160450,163492,164683,166265,93033,93260,196012,194734,5,4.4,4.4,3.9,8.4,5.5,"60,541",85
Peoria County,IL,17,105859,104878,103644,102783,103626,114305,121449,122498,124379,126482,128104,129113,130308,85055,84992,181225,179432,6.9,5.9,5.5,4.9,10.5,7.2,"53,506",75.1
McLean County,IL,17,156875,158728,159833,157695,162040,180079,194558,197872,202341,207515,212237,216117,218661,74881,75077,170870,170889,5.1,4.1,4.1,3.6,6.9,4.6,"71,919",100.9
Rock Island County,IL,17,102482,103769,110290,109160,112090,120476,126936,127311,128195,129624,130862,132019,132901,66722,66735,144267,142909,6.3,5.1,5.2,4.8,9.6,5.6,"58,022",81.4
Tazewell County,IL,17,125817,123279,124529,123718,126044,137674,146426,147462,147761,147824,148368,150256,151756,58559,58608,131018,130413,6.4,5.3,4.8,4.2,8.3,5,"69,874",98.1
Kendall County,IL,17,207848,221805,230901,235973,238114,272189,295851,300911,307999,314302,318602,321138,323561,45098,45704,132291,134867,5.2,4.4,3.6,3.4,7.9,4.7,"97,263",136.5
La Salle County,IL,17,109355,112336,115264,119620,119767,135852,146931,148689,150202,151588,152699,154593,156386,49819,49839,109359,108965,6.8,5.6,5.7,5.1,9.6,6,"62,714",88
Kankakee County,IL,17,129625,132565,139020,145757,151269,165967,178876,180984,182813,184377,186249,188179,189715,45278,45332,107236,106601,6.5,5.5,5.5,4.8,9,6.5,"57,413",80.6
Macon County,IL,17,86610,86836,84728,90532,91975,99655,107779,109273,110541,111782,112650,113767,114681,49715,49678,103647,102432,6.6,5.5,5.5,5,10,7.7,"57,601",80.9
DeKalb County,IL,17,153037,160909,167257,171072,179838,203028,217459,220369,223068,225939,229721,233612,237086,41323,41437,100233,100414,5.3,4.6,4.4,3.9,8.3,5.6,"68,546",96.2
Vermilion County,IL,17,63989,65124,66452,68285,68512,75076,78662,79677,80208,80776,81141,81893,82618,34396,34356,73883,73095,7.3,6.5,6.1,4.9,9,6.5,"49,678",69.7
Adams County,IL,17,110270,115277,120300,125133,126455,138378,139162,139488,141295,143229,145931,148351,151035,30239,30268,65530,64954,4.8,3.9,3.8,3.3,6.4,3.9,"57,434",80.6
Williamson County,IL,17,94243,97369,99601,102188,102810,112717,117631,119065,119826,120564,121078,122204,123547,31854,32009,67094,66879,6.1,5.1,5,4.1,8.8,5.5,"59,174",83.1
Jackson County,IL,17,119459,118503,116483,116552,114847,119305,124046,125122,125519,126223,126724,127752,129047,27739,27729,52896,52565,5.4,4.5,4.5,3.6,7.9,5.4,"45,608",64
Whiteside County,IL,17,93843,96615,98993,102169,102715,110056,114104,115447,116129,116787,117162,118115,119083,25847,25829,55509,55305,5.8,4.8,4.5,4.1,8.2,4.8,"64,413",90.4
Boone County,IL,17,138947,140688,144556,151076,0,191340,215073,218374,219457,220539,220874,223018,224167,20164,20191,53326,53159,6.4,6.7,5.7,5.4,11.4,8.5,"82,318",115.5
Coles County,IL,17,80955,83160,85713,88935,83377,95798,97705,98609,99594,98891,99792,100530,101684,22732,22712,46737,46765,5.9,4.7,4.7,3.8,7.6,5.1,"46,900",65.8
Ogle County,IL,17,126930,129623,133304,137081,137353,153357,169949,171005,173306,175610,177959,178523,179991,22633,22646,51678,51449,5.9,5.1,4.9,4.6,8.3,5.8,"71,470",100.3
Knox County,IL,17,69043,72633,75595,78739,78949,84791,87979,89108,89651,90144,90414,91134,91627,23809,23793,49736,49268,6.1,5.2,5.2,4.7,8.8,6.6,"52,881",74.2
Henry County,IL,17,102679,107305,111578,115564,117071,125623,130515,132114,132918,133624,0,143039,145396,22216,22201,49138,48907,6,5.1,5,4.6,8,4.9,"63,859",89.6
Grundy County,IL,17,178496,184771,191860,200362,203997,226824,235191,238334,240061,241865,242841,244941,247036,21224,21363,52514,52989,6.9,5.8,4.8,4.6,8.5,5.3,"74,935",105.2
Macoupin County,IL,17,81640,83557,85538,87290,88675,96165,100813,101921,102485,103165,103762,104692,105717,21030,21101,44810,44406,6,4.9,4.9,4.1,7.1,4.5,"53,312",74.8
Stephenson County,IL,17,85609,84096,86543,89662,92098,101087,106131,107200,107826,108457,108869,109751,110749,21363,21345,44457,44021,5.9,4.7,4.6,4.2,7.4,5.5,"57,952",81.3
Franklin County,IL,17,63514,64359,63632,64917,64546,73630,76110,77248,78044,78551,79170,80248,81812,18475,18472,37636,37442,8.1,6.5,6.1,5.2,10.7,6.6,"49,834",69.9
Livingston County,IL,17,102288,102859,105274,108410,108575,116473,119109,120492,121193,121964,122538,123753,124927,15919,15915,35752,35664,5.4,4.5,4.3,3.9,6.9,4.9,"66,274",93
Jefferson County,IL,17,92858,95516,96649,100194,100213,111185,116728,118102,118958,119919,120546,121652,123541,16639,16643,37029,36877,6.4,5.4,5.2,4.4,10.2,6.2,"58,114",81.6
Woodford County,IL,17,151908,157186,161600,166323,167532,181329,188818,190975,192067,193239,193968,195648,197305,15708,15731,38395,38225,5.5,4.4,4,3.5,6.2,4,"72,980",102.4
Clinton County,IL,17,127527,134130,139853,145347,145951,158499,165694,167707,168612,169720,170422,172046,173408,15602,15697,36896,36793,4.5,3.5,3.5,3,5.9,3.4,"71,883",100.9
Fulton County,IL,17,68662,70845,73072,74968,74950,81097,83729,84706,85223,85785,86084,86747,87417,15855,15868,33440,33197,7.4,6.4,6.1,5.3,8.7,5.7,"48,828",68.5
Lee County,IL,17,93459,95620,98508,100819,99652,111860,118016,119508,120107,120892,121325,122398,123363,14985,14988,34021,34049,5.1,4.3,4.3,3.8,7,4.5,"64,310",90.3
Morgan County,IL,17,87295,90992,94291,98249,98840,104829,108632,109941,110549,111182,111524,112439,112784,15031,15035,32798,32606,4.9,4.4,4.4,3.8,7,5,"54,764",76.9
Bureau County,IL,17,87472,89521,90761,93231,94200,102665,106749,108011,108639,109313,109940,110982,111989,15613,15684,33118,32883,6.1,4.9,4.9,4.5,7.7,5,"57,728",81
Christian County,IL,17,74945,79477,83176,86402,87371,92688,96438,97459,97822,98371,98697,99542,100113,15182,15174,33900,33662,6.4,5.3,5.2,4.6,8.3,5.4,"56,656",79.5
Effingham County,IL,17,129289,136469,143147,149956,152459,165677,174384,176505,177572,178600,179198,180700,182304,15332,15375,34614,34430,4.8,3.8,3.7,3.1,6.8,3.9,"65,172",91.5
Randolph County,IL,17,87092,85544,87599,89489,90918,98247,102723,103807,104246,104950,105343,106234,107098,13377,13397,30055,30142,5,4.4,4.4,3.5,7.2,4.3,"56,867",79.8
Monroe County,IL,17,179027,184773,191485,199393,201771,217267,226206,228856,230053,231265,232073,234181,236156,14577,14690,34898,34932,4.1,3.4,3.4,2.9,5.6,3.1,"90,880",127.6
McDonough County,IL,17,69498,72088,74437,76863,77459,82069,84592,85389,85714,86080,86336,86998,87523,13605,13590,27079,26828,6.3,5,4.9,4.4,7.3,4.9,"52,155",73.2
Logan County,IL,17,89441,90547,93133,95371,96787,104900,109406,110689,111424,112129,112546,113509,114420,11980,11970,27879,27992,5.3,4.6,4.6,4.2,6.9,4.8,"65,255",91.6
Montgomery County,IL,17,66883,69281,71467,73600,74105,78145,82188,83171,83603,84033,84394,85096,85880,12512,12522,28157,28084,7.1,5.7,5.9,5,8.8,5.4,"59,497",83.5
Iroquois County,IL,17,79830,81326,82592,84546,85126,95435,100073,101141,101565,102026,102468,103482,104545,12779,12786,26984,26827,5.5,4.6,4.4,4,6.3,4.7,"53,633",75.3
Saline County,IL,17,62185,65247,67504,68262,68499,72624,75109,75353,75078,75466,75637,76319,77109,11574,11569,23634,23320,8.6,6.4,6.4,5.1,9.9,6.6,"45,793",64.3
Jersey County,IL,17,112813,117360,121277,123910,125739,135345,141039,142660,143418,144241,144593,145885,146996,9769,9862,21444,21333,5.8,4.8,4.8,4.2,7.7,4.4,"69,341",97.3
Jo Daviess County,IL,17,153925,158439,159860,162579,163211,183053,191696,193306,194590,196146,197315,199557,201631,13408,13428,22035,21939,5.4,4.5,4.3,3.9,8.4,4.4,"56,446",79.2
Shelby County,IL,17,88857,93952,99392,100831,104258,114291,120402,121792,122428,123089,123460,124392,125455,10022,10063,20900,20789,5.7,4.4,4.2,3.7,6.6,4.2,"64,508",90.5
Perry County,IL,17,67158,68868,69800,69296,70975,78385,81620,82461,82930,83572,84031,84912,85983,9126,9148,20880,20985,7.1,6,5.9,4.9,9.5,5.8,"55,132",77.4
Fayette County,IL,17,75984,77607,79161,81154,82048,88605,92409,93618,94208,94692,94962,95747,96459,8828,8828,21460,21384,6.5,5.5,5.2,4.2,7.6,5.1,"49,030",68.8
Douglas County,IL,17,92396,95228,98922,103115,104602,114110,120196,121864,122805,123635,124356,125509,126654,8471,8485,19742,19722,4.7,4.1,4,3.4,5.8,3.7,"63,003",88.4
Crawford County,IL,17,0,0,0,85251,82292,89698,93871,94849,95413,95929,96243,96992,97870,8469,8462,18639,18659,6.3,5.2,5.4,4.1,7.1,5,"57,632",80.9
Hancock County,IL,17,0,73038,74736,76769,79170,92552,94565,96116,97378,98478,99437,100427,101721,8949,8941,17552,17400,6.5,5.1,4.6,4.5,7,4.3,"54,076",75.9
Edgar County,IL,17,57165,59036,60433,63145,63049,68059,70326,71045,71372,71929,72256,72885,73438,8234,8224,16755,16520,6,4.9,4.7,4.1,6.7,4,"52,668",73.9
Union County,IL,17,0,89490,91054,92154,91329,98712,102609,104299,105149,105668,106015,106813,107078,7842,7856,17179,16923,7.4,6.4,6.4,5.4,8.2,5.7,"55,736",78.2
Bond County,IL,17,93842,98566,102218,107634,108557,118895,123938,125416,125592,125776,125976,127168,128296,6859,6866,16663,16596,5.1,4.4,4.3,3.7,7,4.6,"58,209",81.7
Warren County,IL,17,74451,78189,81626,85048,85606,92585,95020,96252,96920,97558,98036,98905,99691,7600,7589,16777,16531,5.3,4.2,4.1,3.9,6.3,4.6,"57,964",81.4
Lawrence County,IL,17,45624,47383,48573,50746,53864,61298,65655,66687,67314,67836,67909,68301,68893,6290,6344,15234,15152,7.4,6.4,6.2,5.3,9.1,6.1,"47,408",66.5
